Level1,Level3,Level2,Var
Engativá,"Liquidambar, estoraque",100,36
Engativá,Palma washingtoniana,96,36
Engativá,"Tibar, Rodamonte, Pagoda",96,36
Suba,Arboloco,93,36
Suba,Azara,351,36
Suba,Calistemo lloron,2,36
Suba,Carbonero rojo,53,36
Suba,"Curapin, Campanilla",2,36
Suba,Garrocho,2,36
Suba,Holly liso,93,36
Suba,"Liquidámbar, estoraque",62,36
Suba,Magnolio,351,36
Suba,Siete Cueros peludo,351,36
Suba,"Urapán, Fresno",60,36
Barrios Unidos,Acacia azul,112,36
Barrios Unidos,Fucsia arbustiva,8,36
Barrios Unidos,Guayacán de Manizales,9,36
Barrios Unidos,Ligustrum,9,36
Teusaquillo,Arrayan negro,13,36
Los Mártires,Sietecueros real,25,36
Puente Aranda,Arrayan,22,36
Puente Aranda,Chicalá rosado,20,36
Puente Aranda,Guayabo del peru,22,36
La Candelaria,"Aliso, fresno, chaquiro",192,36
La Candelaria,Mangle de tierra fria,192,36
Rafael Uribe Uribe,Eucalipto plateado,28,36
Ciudad Bolívar,Alcaparro doble,193,36
Ciudad Bolívar,Dividivi de tierra fria,218,36
Ciudad Bolívar,Gurrubo,195,36
Ciudad Bolívar,Mangle de tierra fria,205,36
Usaquén,"Chicalá, chirlobirlo, flor amarillo",101,35
Usaquén,"Cipres, Pino cipres, Pino",56,35
Usaquén,Ligustrum,105,35
Usaquén,Ligustrum,64,35
Usaquén,"Pino colombiano, pino de pacho, pino romeron",97,35
Usaquén,Pino romeron,94,35
Usaquén,Sauco,97,35
Usaquén,Sietecueros nazareno,64,35
Usaquén,"Urapán, Fresno",97,35
Santa Fe,"Espino, Garbancillo",164,35
Santa Fe,Olivo,164,35
Santa Fe,"Schefflera, Pategallina hojipequeña",164,35
San Cristóbal,Cajeto,201,35
San Cristóbal,Chocho,201,35
San Cristóbal,Guayacan de Manizales,192,35
San Cristóbal,Holly espinoso,204,35
San Cristóbal,Mangle de tierra fria,204,35
San Cristóbal,Mano de oso,199,35
Usme,Callistemo,36,35
Usme,Cerezo,212,35
Usme,Eugenia,219,35
Usme,"Palma de cera, Palma blanca",36,35
Tunjuelito,Brevo,27,35
Tunjuelito,Naranjo,27,35
Bosa,"Chicalá, chirlobirlo, flor amarillo",182,35
Bosa,Cipres italiano,147,35
Bosa,Corono,190,35
Bosa,Guayacan de Manizales,190,35
Bosa,Jazmín de la china,161,35
Bosa,Pajarito,190,35
Bosa,Sauco,161,35
Kennedy,Abutilon rojo y amarillo (Farolito),18,35
Kennedy,"Aliso, fresno, chaquiro",142,35
Kennedy,Cajeto,156,35
Kennedy,Ligustrum,21,35
Kennedy,Roble,21,35
Kennedy,Sietecueros nazareno,23,35
Fontibón,Amarrabollo,113,35
Fontibón,Chiripique,118,35
Fontibón,"Curapin, Campanilla",109,35
Fontibón,Holly liso,118,35
Fontibón,Papayuelo,102,35
Fontibón,"Pino colombiano, chaquiro",102,35
Fontibón,"Pino colombiano, chaquiro",118,35
Fontibón,Sauce,113,35
Engativá,"Cajeto, garagay, urapo",99,35
Engativá,"Cerezo, ciruelo",5,35
Engativá,Fucsia,96,35
Engativá,Lechero,96,35
Engativá,Mangle de tierra fria,107,35
Engativá,Mangle de tierra fria,61,35
Engativá,Palma Alejandra,104,35
Engativá,Tinto,99,35
Engativá,Yarumo,98,35
Suba,Chicala rosado,355,35
Suba,Sietecueros real,2,35
Suba,Tibar,355,35
Barrios Unidos,Carbonero,9,35
Barrios Unidos,Caucho sabanero,10,35
Barrios Unidos,Fucsia,8,35
Barrios Unidos,Milflores,10,35
Teusaquillo,"Chicala, chirlobirlo, flor amarillo",14,35
Teusaquillo,Sangregado ,17,35
Teusaquillo,"Schefflera, Pategallina hojigrande",13,35
Antonio Nariño,"Liquidambar, estoraque",26,35
Puente Aranda,Abutilón blanco,16,35
Puente Aranda,Eugenia,20,35
Puente Aranda,Palma fenix,22,35
Rafael Uribe Uribe,"Cajeto, garagay, urapo",33,35
Rafael Uribe Uribe,Caucho tequendama,28,35
Rafael Uribe Uribe,Sangregado,28,35
Ciudad Bolívar,Cucharo,197,35
Ciudad Bolívar,Gaque,195,35
Ciudad Bolívar,Mandarina,193,35
Usaquén,Acacia japonesa,103,34
Usaquén,"Liquidámbar, estoraque",97,34
Usaquén,Mermelada ,64,34
Usaquén,Palma washingtoniana,103,34
Usaquén,"Sangregao, drago, croto",105,34
Usaquén,"Urapán, Fresno",105,34
Usaquén,"Urapán, Fresno",64,34
Chapinero,Calistemo lloron,110,34
Santa Fe,Caucho sabanero,356,34
Santa Fe,"Curapin, Campanilla",164,34
Santa Fe,"Tibar, Rodamonte, Pagoda",164,34
San Cristóbal,Algodoncillo,196,34
San Cristóbal,Caucho tequendama,201,34
San Cristóbal,Cucubo,204,34
San Cristóbal,Holly liso,199,34
San Cristóbal,Limón,196,34
Usme,Gaque,212,34
Tunjuelito,Arboloco,27,34
Tunjuelito,Palma fenix,27,34
Bosa,Ciro,147,34
Bosa,Eucalipto común,158,34
Bosa,Eugenia,158,34
Bosa,Garrocho,182,34
Bosa,Guayabo del perú,147,34
Bosa,Holly espinoso,190,34
Bosa,Malvavisco,147,34
Kennedy,Calistemo lloron,157,34
Kennedy,Chilco,157,34
Kennedy,Roble,156,34
Kennedy,Sietecueros real,142,34
Fontibón,Callistemo,102,34
Engativá,Hayuelo,100,34
Engativá,"Nogal, cedro nogal, cedro negro",61,34
Engativá,"Pino colombiano, pino de pacho, pino romeron",104,34
Engativá,Pino romeron,107,34
Engativá,Siete Cueros peludo,7,34
Suba,Arrayan blanco,351,34
Suba,Carbonero rojo,3,34
Suba,Chiripique,60,34
Suba,"Nogal, cedro nogal, cedro negro",60,34
Suba,Sangregado ,93,34
Barrios Unidos,Falso pimiento,9,34
Barrios Unidos,Guayacan de Manizales,112,34
Teusaquillo,"Jazmin del cabo, laurel huesito",13,34
Teusaquillo,"Jazmin del cabo, laurel huesito",15,34
Teusaquillo,"Liquidambar, estoraque",15,34
Teusaquillo,"Nogal, cedro nogal, cedro negro",10,34
Los Mártires,Carbonero rojo,165,34
Los Mártires,Sietecueros nazareno,165,34
Antonio Nariño,Brevo,26,34
Puente Aranda,Carbonero rosado,16,34
La Candelaria,Caucho tequendama,191,34
Rafael Uribe Uribe,Acacia azul,30,34
Rafael Uribe Uribe,Feijoa,28,34
Ciudad Bolívar,Arrayan,195,34
Ciudad Bolívar,Endrino,193,34
Ciudad Bolívar,Holly espinoso,197,34
Ciudad Bolívar,Mortiño,193,34
Ciudad Bolívar,Roble australiano,202,34
Usaquén,Calistemo lloron,94,33
Usaquén,"Cariseco, Tres hojas",95,33
Usaquén,Caucho benjamin,105,33
Usaquén,Jazmin de la china,97,33
Usaquén,Ligustrum,101,33
Usaquén,Ligustrum,103,33
Usaquén,"Palma de yuca, Palma de bayoneta",103,33
Usaquén,Pino libro,97,33
Chapinero,"Acacia blanca, leucaena",110,33
Chapinero,"Sangregao, drago, croto",152,33
Santa Fe,Guayacan de Manizales,164,33
San Cristóbal,Abutilon rojo y amarillo (Farolito),201,33
San Cristóbal,Calistemo lloron,32,33
San Cristóbal,Gaque,201,33
San Cristóbal,Milflores,192,33
Usme,"Cedro, cedro andino, cedro clavel",212,33
Usme,Ligustrum,268,33
Usme,Magnolio,36,33
Bosa,Gaque,182,33
Bosa,Guayabo del peru,147,33
Kennedy,Arrayan blanco,156,33
Kennedy,"Cajeto, garagay, urapo",21,33
Kennedy,Caucho sabanero,143,33
Kennedy,Guamo santafereño,23,33
Kennedy,Ligustrum,148,33
Kennedy,Mangle de tierra fria,157,33
Kennedy,Palma Alejandra,23,33
Kennedy,Sangregado,143,33
Kennedy,Tinto,142,33
Engativá,Alcaparro enano,100,33
Engativá,Carbonero rojo,100,33
Engativá,"Cedrillo, Yuco",96,33
Engativá,Sangregado ,107,33
Suba,Alcaparro doble,3,33
Suba,Arboloco,61,33
Suba,Cucharo,93,33
Suba,Palma Alejandra,93,33
Barrios Unidos,"Ayer, hoy y mañana",8,33
Barrios Unidos,Garrocho,8,33
Barrios Unidos,Jazmin de la china,112,33
Barrios Unidos,Palma coquito,8,33
Barrios Unidos,Sauco,9,33
Teusaquillo,Abutilon rojo y amarillo (Farolito),13,33
Teusaquillo,Alcaparro enano,155,33
Teusaquillo,Caucho sabanero,15,33
Antonio Nariño,Roble,29,33
Antonio Nariño,Sietecueros nazareno,26,33
Puente Aranda,"Cerezo, capuli",22,33
Puente Aranda,"Chicalá, chirlobirlo, flor amarillo",24,33
Puente Aranda,"Palma de cera, Palma blanca",16,33
La Candelaria,"Palma de yuca, Palma de bayoneta",191,33
Rafael Uribe Uribe,"Chicala, chirlobirlo, flor amarillo",31,33
Rafael Uribe Uribe,"Tibar, Rodamonte, Pagoda",28,33
Rafael Uribe Uribe,Tomatillo,33,33
Ciudad Bolívar,Caucho sabanero,202,33
Ciudad Bolívar,"Duraznillo, velitas",197,33
Ciudad Bolívar,Mermelada ,195,33
Ciudad Bolívar,"Nogal, cedro nogal, cedro negro",195,33
Usaquén,Calistemo lloron,105,32
Usaquén,Carbonero rojo,64,32
Usaquén,Fucsia arbustiva,64,32
Usaquén,Holly liso,103,32
Usaquén,Ligustrum,94,32
Usaquén,Palma payanesa,103,32
Usaquén,Pino romeron,105,32
Chapinero,Eugenia,149,32
Chapinero,Tominejero,110,32
Santa Fe,Guayabo de mico,164,32
San Cristóbal,Fucsia arbustiva,196,32
Usme,Acacia  ,36,32
Usme,Arrayan blanco,204,32
Tunjuelito,Laurel de cera,27,32
Bosa,Calistemo lloron,182,32
Bosa,"Cedrillo, Yuco",161,32
Bosa,Dividivi de tierra fría,161,32
Bosa,Eugenia,190,32
Bosa,Holly espinoso,158,32
Bosa,Sauce,161,32
Kennedy,"Chicalá, chirlobirlo, flor amarillo",23,32
Kennedy,Eucalipto pomarroso,143,32
Kennedy,Guamo santafereño,138,32
Kennedy,"Jazmin del cabo, laurel huesito",159,32
Kennedy,Sauco,143,32
Fontibón,Abutilon rojo y amarillo (Farolito),6,32
Fontibón,"Liquidambar, estoraque",113,32
Fontibón,Milflores,6,32
Fontibón,Palma Alejandra,6,32
Fontibón,Palma fenix,102,32
Fontibón,"Raque, San juanito",118,32
Fontibón,Roble australiano,109,32
Engativá,Guayabo del peru,96,32
Engativá,Pajarito,100,32
Engativá,Sietecueros real,7,32
Suba,Alcaparro doble,351,32
Suba,Alcaparro doble,53,32
Suba,"Cajeto, garagay, urapo",355,32
Suba,Carbonero rojo,2,32
Suba,Carbonero rojo,93,32
Suba,Cayeno,3,32
Suba,"Cedro, cedro andino, cedro clavel",3,32
Suba,Guayacán de Manizales,60,32
Suba,"Jazmin del cabo, laurel huesito",355,32
Suba,"Pino colombiano, chaquiro",2,32
Suba,Tomatillo,2,32
Barrios Unidos,Eucalipto plateado,8,32
Barrios Unidos,Guayacan de Manizales,8,32
Teusaquillo,Calistemo,13,32
Teusaquillo,Carbonero rojo,160,32
Teusaquillo,Cayeno,17,32
Teusaquillo,Limón,13,32
Teusaquillo,"Raque, San juanito",13,32
Los Mártires,"Acacia negra, gris",165,32
Los Mártires,Durazno comun,165,32
Los Mártires,Pajarito,25,32
Los Mártires,"Palma de yuca, Palma de bayoneta",165,32
Antonio Nariño,Alcaparro doble,26,32
Antonio Nariño,"Aliso, fresno, chaquiro",26,32
Antonio Nariño,"Cedrillo, Yuco",26,32
Antonio Nariño,Lavanda,26,32
Puente Aranda,Álamo de lombardia,16,32
Puente Aranda,Chicala rosado,19,32
Puente Aranda,"Jazmin del cabo, laurel huesito",19,32
La Candelaria,Trompeto,191,32
Ciudad Bolívar,Abutilón blanco,193,32
Ciudad Bolívar,"Grevilia, roble australiano",193,32
Ciudad Bolívar,Hayuelo,218,32
Ciudad Bolívar,"Sangregao, drago, croto",193,32
Ciudad Bolívar,Tibar,193,32
Usaquén,Acacia morada,101,31
Usaquén,Chirimoyo,38,31
Usaquén,Endrino,97,31
Usaquén,Sangregado ,94,31
Usaquén,"Schefflera, Tortolito",38,31
Usaquén,Venturosa,38,31
Chapinero,Caucho sabanero,149,31
Chapinero,Gualanday,110,31
Chapinero,Níspero,110,31
Chapinero,Pitosporo,110,31
Santa Fe,Acacia japonesa,149,31
Santa Fe,Caucho,164,31
Santa Fe,Caucho tequendama,356,31
Santa Fe,"Cedro, cedro andino, cedro clavel",194,31
Santa Fe,"Liquidambar, estoraque",194,31
San Cristóbal,Carbonero rojo,199,31
San Cristóbal,Dividivi de tierra fria,204,31
San Cristóbal,Eucalipto común,199,31
San Cristóbal,Eugenia,201,31
San Cristóbal,Mano de oso,32,31
San Cristóbal,Sauce lloron,196,31
Usme,Sietecueros real,36,31
Usme,"Tibar, Rodamonte, Pagoda",219,31
Tunjuelito,Arrayan blanco,27,31
Bosa,Caucho sabanero,190,31
Kennedy,"Cedro, cedro andino, cedro clavel",18,31
Kennedy,Eugenia,162,31
Kennedy,Gaque,18,31
Kennedy,Hayuelo,157,31
Kennedy,Pomarroso,138,31
Kennedy,"Tibar, Rodamonte, Pagoda",138,31
Fontibón,"Acacia blanca, leucaena",102,31
Fontibón,Caballero de la noche,113,31
Fontibón,Calistemo lloron,118,31
Fontibón,"Cipres, Pino cipres, Pino",113,31
Fontibón,"Ciprés, Pino ciprés, Pino",118,31
Fontibón,Cucharo,6,31
Fontibón,Mano de oso,108,31
Fontibón,Raphiolepys,118,31
Fontibón,Sauco,6,31
Engativá,Acacia japonesa,99,31
Engativá,Arrayan blanco,99,31
Engativá,"Chicalá, chirlobirlo, flor amarillo",98,31
Engativá,Fucsia arbustiva,61,31
Engativá,Fucsia arbustiva,98,31
Engativá,Garrocho,61,31
Engativá,Guamo santafereño,7,31
Engativá,Guayabo del peru,100,31
Engativá,Roble australiano,107,31
Engativá,Sangregado ,99,31
Engativá,Sietecueros real,104,31
Suba,Alcaparro doble,93,31
Suba,"Aliso, fresno, chaquiro",60,31
Suba,Arrayan blanco,37,31
Suba,"Espino, Garbancillo",2,31
Suba,Eucalipto blanco,37,31
Suba,Gaquillo,37,31
Suba,Laurel de cera,61,31
Suba,Palma Alejandra,355,31
Suba,Palma Alejandra,62,31
Suba,"Pino colombiano, chaquiro",53,31
Suba,"Pino colombiano, pino de pacho, pino romeron",61,31
Suba,Pino hayuelo,37,31
Barrios Unidos,Fucsia,112,31
Barrios Unidos,"Nogal, cedro nogal, cedro negro",9,31
Barrios Unidos,Palma Alejandra,9,31
Barrios Unidos,"Sangregao, drago, croto",9,31
Teusaquillo,"Acacia baracatinga, acacia sabanera, acacia nigra",15,31
Teusaquillo,Mano de oso,14,31
Teusaquillo,Palma Alejandra,15,31
Teusaquillo,Té de Bogotá,13,31
Teusaquillo,"Tibar, tobo, rodamonte",13,31
Los Mártires,Cayeno,25,31
Los Mártires,Jazmin de la china,25,31
Antonio Nariño,Siete Cueros peludo,26,31
Puente Aranda,Gaque,16,31
Puente Aranda,"Palma de cera, Palma blanca",22,31
La Candelaria,Holly espinoso,191,31
Rafael Uribe Uribe,Cayeno,33,31
Rafael Uribe Uribe,Poligala,35,31
Ciudad Bolívar,Calistemo lloron,202,31
Ciudad Bolívar,Chicala rosado,195,31
Ciudad Bolívar,"Chicalá, chirlobirlo, flor amarillo",205,31
Ciudad Bolívar,Corono,197,31
Ciudad Bolívar,Dividivi de tierra fría,193,31
Ciudad Bolívar,Manzano,193,31
Ciudad Bolívar,"Palma de cera, Palma de ramo",193,31
Usaquén,Azalea,38,30
Usaquén,Fucsia arbustiva,105,30
Usaquén,Guayabo del peru,64,30
Usaquén,Holly liso,56,30
Usaquén,Jazmin de la china,95,30
Usaquén,"Nogal, cedro nogal, cedro negro",64,30
Usaquén,Pino patula,38,30
Chapinero,"Chicalá, chirlobirlo, flor amarillo",111,30
Chapinero,"Schefflera, Pategallina hojipequeña",110,30
Santa Fe,Carbonero rojo,164,30
Santa Fe,Cerezo,164,30
Santa Fe,Holly liso,194,30
San Cristóbal,Abutilon rojo y amarillo (Farolito),32,30
San Cristóbal,Falso pimiento,199,30
San Cristóbal,Fucsia boliviana,204,30
San Cristóbal,Gaque,32,30
San Cristóbal,Garbancillo,204,30
San Cristóbal,"Jazmin del cabo, laurel huesito",204,30
San Cristóbal,"Liquidambar, estoraque",196,30
Usme,Arrayán,217,30
Usme,"Chicala, chirlobirlo, flor amarillo",342,30
Usme,Chocho,342,30
Usme,"Nogal, cedro nogal, cedro negro",217,30
Usme,Tibar,212,30
Usme,"Tibar, Rodamonte, Pagoda",36,30
Bosa,Cerezo,182,30
Kennedy,Arbol de corcho,138,30
Kennedy,Arrayan blanco,157,30
Kennedy,"Cerezo, capuli",142,30
Kennedy,Chiripique,18,30
Kennedy,Fucsia arbustiva,143,30
Kennedy,Guayabo de mico,156,30
Kennedy,Metrosideros,156,30
Kennedy,Otro,148,30
Kennedy,Palma fenix,143,30
Kennedy,Palma washingtoniana,138,30
Kennedy,Poligala,142,30
Kennedy,Sauco,159,30
Kennedy,Tibar extranjero,138,30
Fontibón,Acacia japonesa,106,30
Fontibón,Chicala rosado,6,30
Fontibón,Corono,6,30
Fontibón,Níspero,102,30
Fontibón,"Pino colombiano, pino de pacho, pino romerón",6,30
Fontibón,Roble,113,30
Engativá,Acacia azul,100,30
Engativá,Alcaparro doble,104,30
Engativá,Caucho sabanero,104,30
Engativá,Cerezo,99,30
Engativá,Chicala rosado,5,30
Engativá,"Chicalá, chirlobirlo, flor amarillo",107,30
Engativá,Cucharo,5,30
Engativá,Holly liso,7,30
Engativá,"Jazmin del cabo, laurel huesito",104,30
Engativá,Mermelada ,61,30
Engativá,Palma Alejandra,5,30
Engativá,Palma Alejandra,99,30
Suba,"Acacia baracatinga, acacia sabanera, acacia nigra",352,30
Suba,"Aliso, fresno, chaquiro",355,30
Suba,Calistemo lloron,53,30
Suba,Ciro,93,30
Suba,Endrino,62,30
Suba,Eucalipto plateado,2,30
Suba,"Liquidámbar, estoraque",60,30
Suba,"Nogal, cedro nogal, cedro negro",351,30
Suba,Poligala,352,30
Suba,"Sangregao, drago, croto",62,30
Suba,Sauco,93,30
Suba,Sietecueros real,62,30
Barrios Unidos,Arrayán,9,30
Barrios Unidos,Sietecueros real,9,30
Teusaquillo,Cipres,13,30
Teusaquillo,Lavanda,17,30
Teusaquillo,"Liquidambar, estoraque",160,30
Teusaquillo,Pomarroso,13,30
Teusaquillo,Tibar extranjero,13,30
Teusaquillo,Tinto,13,30
Los Mártires,Calistemo llorón,165,30
Antonio Nariño,"Sangregao, drago, croto",26,30
Puente Aranda,Caucho tequendama,22,30
Puente Aranda,Cerezo,22,30
Puente Aranda,Lupinus,16,30
Puente Aranda,Pajarito,24,30
Rafael Uribe Uribe,Borrachero blanco,28,30
Rafael Uribe Uribe,Ligustrum,35,30
Ciudad Bolívar,Cipres italiano,193,30
Ciudad Bolívar,Guayacan de Manizales,205,30
Ciudad Bolívar,Jazmin de la china,198,30
Ciudad Bolívar,Milflores,193,30
Ciudad Bolívar,Salvio negro,202,30
Usaquén,Abutilon blanco,38,29
Usaquén,Acacia japonesa,105,29
Usaquén,"Schefflera, Pategallina hojigrande",38,29
Chapinero,Corono,152,29
Chapinero,Mangle de tierra fria,152,29
Santa Fe,"Pino colombiano, pino de pacho, pino romeron",356,29
San Cristóbal,"Cedro, cedro andino, cedro clavel",199,29
San Cristóbal,Cerezo,204,29
San Cristóbal,Pino romeron,199,29
San Cristóbal,"Tibar, Rodamonte, Pagoda",204,29
Usme,"Chicalá, chirlobirlo, flor amarillo",212,29
Usme,Ciruelo,36,29
Usme,Jazmin de la china,36,29
Usme,Limón,36,29
Tunjuelito,Aligustre del Japon,200,29
Tunjuelito,Gaque,27,29
Bosa,Caucho tequendama,147,29
Bosa,Dividivi de tierra fria,161,29
Bosa,"Sangregao, drago, croto",182,29
Kennedy,Abutilon quesito,18,29
Kennedy,Acacia de jardín,156,29
Kennedy,Acacia morada,142,29
Kennedy,Barbasco,21,29
Kennedy,Calistemo lloron,163,29
Kennedy,Caucho tequendama,148,29
Kennedy,Corono,143,29
Kennedy,"Curapin, Campanilla",138,29
Kennedy,"Nogal, cedro nogal, cedro negro",157,29
Kennedy,Pino libro,142,29
Fontibón,Azara,118,29
Fontibón,"Caballero de la noche, Jazmin, Dama de noche",109,29
Fontibón,Carbonero,102,29
Fontibón,Cucharo,102,29
Fontibón,Jazmín de la china,109,29
Fontibón,"Nogal, cedro nogal, cedro negro",108,29
Fontibón,"Pino colombiano, chaquiro",12,29
Engativá,Arrayan negro,61,29
Engativá,Cerezo,100,29
Engativá,Dividivi de tierra fria,5,29
Engativá,"Espino, Garbancillo",61,29
Engativá,Lavanda,100,29
Engativá,Ligustrum,104,29
Engativá,Pajarito,11,29
Engativá,Palma Alejandra,11,29
Suba,"Aliso, fresno, chaqu",2,29
Suba,"Caballero de la noche, Jazmin, Dama de noche",351,29
Suba,Cajeto,60,29
Suba,"Cajeto, garagay, urapo",60,29
Suba,Guayacán de Manizales,351,29
Suba,Mangle de tierra fria,2,29
Suba,"Nogal, cedro nogal, cedro negro",3,29
Suba,Pajarito,60,29
Suba,Pino,37,29
Suba,Pino patula,2,29
Suba,Roble,53,29
Suba,Sietecueros nazareno,2,29
Suba,Tibar extranjero,61,29
Suba,"Urapán, Fresno",352,29
Barrios Unidos,Arrayan negro,10,29
Barrios Unidos,Caucho,8,29
Barrios Unidos,Falso pimiento,112,29
Barrios Unidos,Fucsia arbustiva,9,29
Teusaquillo,Abutilon blanco,15,29
Teusaquillo,Alcaparro enano,14,29
Teusaquillo,Calistemo lloron,15,29
Teusaquillo,Eucalipto pomarroso,15,29
Teusaquillo,Guayacan de Manizales,155,29
Teusaquillo,Roble,155,29
Los Mártires,"Acacia baracatinga, acacia sabanera, acacia nigra",165,29
Los Mártires,Acacia morada,165,29
Los Mártires,Fucsia arbustiva,25,29
Puente Aranda,Cipres,16,29
Puente Aranda,Falso pimiento,24,29
Puente Aranda,Guayacan de Manizales,24,29
La Candelaria,Chicala rosado,192,29
Ciudad Bolívar,Borrachero rojo,193,29
Ciudad Bolívar,Gualanday,195,29
Ciudad Bolívar,Ligustrum,198,29
Ciudad Bolívar,Mangle de tierra fria,193,29
Usaquén,Acacia azul,97,28
Usaquén,Cajeto,94,28
Usaquén,Cerezo,97,28
Usaquén,"Chicalá, chirlobirlo, flor amarillo",97,28
Usaquén,Jazmin de la china,94,28
Usaquén,"Liquidambar, estoraque",103,28
Usaquén,Pitosporo,38,28
Usaquén,Sauco,105,28
Chapinero,Aligustre del Japon,110,28
Chapinero,Borrachero blanco,152,28
Chapinero,Fucsia arbustiva,110,28
Chapinero,Jazmín de la china,149,28
Chapinero,"Sangregao, drago, croto",111,28
Chapinero,Yarumo,152,28
Santa Fe,Eucalipto pomarroso,356,28
Santa Fe,Raphiolepys,149,28
San Cristóbal,Cerezo,201,28
San Cristóbal,Chicala rosado,199,28
San Cristóbal,Eugenia,192,28
San Cristóbal,"Jazmin del cabo, laurel huesito",192,28
San Cristóbal,Roble australiano,32,28
Usme,Carbonero rojo,217,28
Usme,Caucho tequendama,204,28
Usme,Eucalipto pomarroso,212,28
Usme,Feijoa,36,28
Bosa,Barbasco,158,28
Bosa,Lupinus,182,28
Kennedy,Carbonero rojo,156,28
Kennedy,"Chicala, chirlobirlo, flor amarillo",159,28
Kennedy,Ciruelo,138,28
Kennedy,Jazmín de la china,18,28
Kennedy,Sauco,23,28
Fontibón,Amarrabollo,6,28
Fontibón,Arrayan,12,28
Fontibón,"Cariseco, Tres hojas",12,28
Fontibón,Cucharo,12,28
Fontibón,Higuerillo,102,28
Fontibón,Jazmin de la china,118,28
Engativá,Fucsia arbustiva,11,28
Engativá,Gaque,99,28
Engativá,Guamo ,5,28
Engativá,"Liquidambar, estoraque",104,28
Engativá,"Palma de cera, Palma blanca",100,28
Engativá,"Pino colombiano, chaquiro",98,28
Suba,Arrayan negro,93,28
Suba,Calistemo lloron,3,28
Suba,Carbonero rosado,37,28
Suba,Fucsia arbustiva,351,28
Suba,Fucsia boliviana,93,28
Suba,Gaque,60,28
Suba,"Liquidambar, estoraque",352,28
Suba,"Liquidambar, estoraque",37,28
Suba,Manzano de monte,37,28
Suba,Milflores,62,28
Suba,"Palma de cera, Palma blanca",3,28
Suba,Tinto,53,28
Barrios Unidos,Acacia japonesa,10,28
Barrios Unidos,Caballero de la noche,9,28
Barrios Unidos,Endrino,112,28
Barrios Unidos,Laurel de cera,9,28
Teusaquillo,Guayacán de Manizales,15,28
Teusaquillo,Laurel de cera,13,28
Teusaquillo,Milflores,14,28
Teusaquillo,Pajarito,14,28
Antonio Nariño,Fucsia boliviana,26,28
Antonio Nariño,Pino libro,26,28
Puente Aranda,"Cedro, cedro andino, cedro clavel",24,28
Puente Aranda,Jazmin de la china,24,28
La Candelaria,Caballero de la noche,191,28
La Candelaria,Helecho arborecente,191,28
Rafael Uribe Uribe,Arrayan blanco,33,28
Ciudad Bolívar,Dividivi de tierra fria,193,28
Ciudad Bolívar,Guamo santafereño,195,28
Ciudad Bolívar,Guayabo,193,28
Ciudad Bolívar,Milflores,197,28
Usaquén,Acacia japonesa,64,27
Usaquén,Arrayan,38,27
Usaquén,"Jazmin del cabo, laurel huesito",64,27
Usaquén,Mano de oso,56,27
Usaquén,"Palma yuca, palmiche",105,27
Usaquén,Sietecueros nazareno,97,27
Chapinero,Chicala rosado,152,27
Santa Fe,"Chicala, chirlobirlo, flor amarillo",192,27
Santa Fe,Ciro,164,27
Santa Fe,"Urapán, Fresno",149,27
San Cristóbal,Fucsia arbustiva,204,27
San Cristóbal,Roble,32,27
Usme,Caucho,36,27
Usme,Mangle de tierra fria,36,27
Usme,"Palma de cera, Palma de ramo",36,27
Usme,Pino romeron,36,27
Usme,Sombrilla japonesa,36,27
Tunjuelito,Chocho,27,27
Tunjuelito,Ligustrum,200,27
Tunjuelito,Pino australiano,27,27
Tunjuelito,"Sangregao, drago, croto",27,27
Tunjuelito,Sauce lloron,27,27
Bosa,Caucho,147,27
Bosa,"Cipres, Pino cipres, Pino",158,27
Bosa,Palma fenix,147,27
Kennedy,Abutilon blanco,162,27
Kennedy,Azara,143,27
Kennedy,Calistemo llorón,143,27
Kennedy,Caucho tequendama,162,27
Kennedy,"Cedrillo, Yuco",23,27
Kennedy,Chiripique,142,27
Kennedy,Garrocho,142,27
Kennedy,Gualanday,23,27
Kennedy,Guamo santafereño,162,27
Kennedy,Guayacan de Manizales,148,27
Kennedy,Mano de oso,162,27
Kennedy,Nispero,21,27
Kennedy,Roble,18,27
Fontibón,Acacia japonesa,113,27
Fontibón,Alcaparro doble,113,27
Fontibón,Borrachero blanco,12,27
Fontibón,Carbonero rojo,102,27
Fontibón,Fucsia,12,27
Fontibón,Mano de oso,6,27
Fontibón,Sauco,113,27
Engativá,Alcaparro enano,107,27
Engativá,Arrayan,96,27
Engativá,Calistemo lloron,99,27
Engativá,Chiripique,99,27
Engativá,"Cipres, Pino cipres, Pino",99,27
Engativá,Fucsia arbustiva,107,27
Engativá,Pino romeron,100,27
Engativá,Sauce lloron,5,27
Suba,Álamo de lombardia,37,27
Suba,Calistemo llorón,60,27
Suba,"Cerezo, ciruelo",3,27
Suba,Cucharo,3,27
Suba,Guayacán de Manizales,2,27
Suba,Jazmín de la china,2,27
Suba,Papayuelo,2,27
Suba,Pino romeron,53,27
Suba,"Sangregao, drago, croto",60,27
Suba,Sauce lloron,352,27
Barrios Unidos,Aguacate,8,27
Barrios Unidos,Poligala,112,27
Barrios Unidos,Sauco,10,27
Teusaquillo,Alcaparro enano,15,27
Teusaquillo,Guayacan de Manizales,17,27
Teusaquillo,Mortiño,13,27
Teusaquillo,Níspero,13,27
Los Mártires,Grevilea,165,27
Antonio Nariño,Araucaria crespa,26,27
